Escenario,Altura,Presion,Presion_pred2
0,1801.47,31.57,28.920380952380896
0,1801.56,21.78,21.888545454545458
0,1801.57,26.19,21.888545454545458
0,1801.57,26.03,21.888545454545458
0,1801.57,21.09,21.888545454545458
0,1801.52,25.97,22.444208144796377
0,1801.46,26.11,28.920380952380896
0,1801.47,32.66,28.920380952380896
0,1801.47,32.86,28.920380952380896
0,1801.47,32.72,28.920380952380896
0,1801.5,29.76,24.296799999999998
0,1801.5,30.02,24.296799999999998
0,1801.5,29.58,24.296799999999998
0,1801.53,22.82,22.444208144796377
0,1801.53,21.95,22.444208144796377
0,1801.52,23.91,22.444208144796377
0,1801.48,31.68,26.03731958762887
0,1801.47,30.66,28.920380952380896
0,1801.47,30.69,28.920380952380896
0,1801.47,29.63,28.920380952380896
0,1801.47,29.46,28.920380952380896
0,1801.47,29.99,28.920380952380896
0,1801.47,32.64,28.920380952380896
0,1801.48,32.78,26.03731958762887
0,1801.52,19.96,22.444208144796377
0,1801.46,25.37,28.920380952380896
0,1801.47,29.39,28.920380952380896
0,1801.48,32.27,26.03731958762887
0,1801.52,19.89,22.444208144796377
0,1801.43,25.71,27.7724703557313
0,1801.43,19.4,27.7724703557313
0,1801.47,32.63,28.920380952380896
0,1801.49,32.79,25.666219512195113
0,1801.49,27.47,25.666219512195113
0,1801.47,31.62,28.920380952380896
0,1801.47,30.26,28.920380952380896
0,1801.55,21.06,21.888545454545458
0,1801.54,25.87,22.444208144796377
0,1801.47,33.77,28.920380952380896
0,1801.49,32.75,25.666219512195113
0,1801.49,32.43,25.666219512195113
0,1801.47,32.8,28.920380952380896
0,1801.47,30.05,28.920380952380896
0,1801.5,25.86,24.296799999999998
0,1801.48,33.64,26.03731958762887
0,1801.48,32.8,26.03731958762887
0,1801.48,33.65,26.03731958762887
0,1801.52,22.52,22.444208144796377
0,1801.52,22.06,22.444208144796377
0,1801.54,21.57,22.444208144796377
0,1801.54,24.72,22.444208144796377
0,1801.54,22.34,22.444208144796377
0,1801.53,22.23,22.444208144796377
0,1801.51,26.78,22.444208144796377
0,1801.55,21.89,21.888545454545458
0,1801.54,23.39,22.444208144796377
0,1801.47,34.1,28.920380952380896
0,1801.47,34.01,28.920380952380896
0,1801.47,33.96,28.920380952380896
0,1801.49,33.22,25.666219512195113
0,1801.49,32.97,25.666219512195113
0,1801.47,32.93,28.920380952380896
0,1801.48,32.5,26.03731958762887
0,1801.47,32.75,28.920380952380896
0,1801.47,29.88,28.920380952380896
0,1801.5,31.94,24.296799999999998
0,1801.56,21.77,21.888545454545458
0,1801.46,26.18,28.920380952380896
0,1801.46,26.33,28.920380952380896
0,1801.54,27.31,22.444208144796377
0,1801.47,29.96,28.920380952380896
0,1801.47,30.41,28.920380952380896
0,1801.47,30.08,28.920380952380896
0,1801.47,31.73,28.920380952380896
0,1801.47,32.78,28.920380952380896
0,1801.48,32.82,26.03731958762887
0,1801.48,32.79,26.03731958762887
0,1801.48,32.78,26.03731958762887
0,1801.48,32.77,26.03731958762887
0,1801.54,28.57,22.444208144796377
0,1801.5,28.9,24.296799999999998
0,1801.5,29.35,24.296799999999998
0,1801.49,29.79,25.666219512195113
0,1801.57,21.07,21.888545454545458
0,1801.46,32.28,28.920380952380896
0,1801.47,32.31,28.920380952380896
0,1801.49,25.56,25.666219512195113
0,1801.45,26.24,28.920380952380896
0,1801.52,26.07,22.444208144796377
0,1801.47,33.53,28.920380952380896
0,1801.46,29.97,28.920380952380896
0,1801.53,20.82,22.444208144796377
0,1801.55,20.73,21.888545454545458
0,1801.57,20.98,21.888545454545458
0,1801.52,20.78,22.444208144796377
0,1801.76,20.76,20.630571428571415
0,1801.77,20.53,20.630571428571415
0,1801.7,21.47,21.28951219512193
0,1801.73,21.09,21.28951219512193
0,1801.69,21.36,21.28951219512193
0,1801.66,21.51,21.28951219512193
0,1801.61,21.35,21.28951219512193
0,1801.57,20.98,21.888545454545458
0,1801.56,21.76,21.888545454545458
0,1801.54,22.73,22.444208144796377
0,1801.5,26.17,24.296799999999998
0,1801.52,24.67,22.444208144796377
0,1801.5,29.56,24.296799999999998
0,1801.48,32.75,26.03731958762887
0,1801.48,32.4,26.03731958762887
0,1801.47,32.76,28.920380952380896
0,1801.57,21.1,21.888545454545458
0,1801.48,25.94,26.03731958762887
0,1801.48,32.14,26.03731958762887
0,1801.48,29.36,26.03731958762887
0,1801.48,33.63,26.03731958762887
0,1801.49,32.17,25.666219512195113
0,1801.48,32.61,26.03731958762887
0,1801.48,32.87,26.03731958762887
0,1801.48,33.14,26.03731958762887
0,1801.47,32.51,28.920380952380896
0,1801.47,32.49,28.920380952380896
0,1801.46,31.41,28.920380952380896
0,1801.46,31.49,28.920380952380896
0,1801.46,31.74,28.920380952380896
0,1801.46,31.55,28.920380952380896
0,1801.46,30.48,28.920380952380896
0,1801.46,30.43,28.920380952380896
0,1801.46,30.06,28.920380952380896
0,1801.46,30.14,28.920380952380896
0,1801.46,29.95,28.920380952380896
0,1801.46,30.66,28.920380952380896
0,1801.46,30.31,28.920380952380896
0,1801.46,30.29,28.920380952380896
0,1801.46,29.72,28.920380952380896
0,1801.46,30.05,28.920380952380896
0,1801.46,29.91,28.920380952380896
0,1801.47,32.76,28.920380952380896
0,1801.54,20.15,22.444208144796377
0,1801.54,20.14,22.444208144796377
0,1801.54,20.15,22.444208144796377
0,1801.54,20.14,22.444208144796377
0,1801.55,21.72,21.888545454545458
0,1801.49,25.78,25.666219512195113
0,1801.47,31.19,28.920380952380896
0,1801.55,20.67,21.888545454545458
0,1801.53,22.02,22.444208144796377
0,1801.53,22.94,22.444208144796377
0,1801.53,24.02,22.444208144796377
0,1801.53,24.39,22.444208144796377
0,1801.49,31.38,25.666219512195113
0,1801.46,32.55,28.920380952380896
0,1801.46,32.61,28.920380952380896
0,1801.48,32.7,26.03731958762887
0,1801.48,32.73,26.03731958762887
0,1801.48,32.75,26.03731958762887
0,1801.48,32.78,26.03731958762887
0,1801.48,32.5,26.03731958762887
0,1801.47,32.66,28.920380952380896
0,1801.47,32.52,28.920380952380896
0,1801.47,32.61,28.920380952380896
0,1801.47,32.77,28.920380952380896
0,1801.46,30.09,28.920380952380896
0,1801.47,30.82,28.920380952380896
0,1801.47,31.25,28.920380952380896
0,1801.53,29.19,22.444208144796377
0,1801.53,22.25,22.444208144796377
0,1801.54,20.34,22.444208144796377
0,1801.55,21.36,21.888545454545458
0,1801.53,21.44,22.444208144796377
0,1801.52,21.35,22.444208144796377
0,1801.52,19.74,22.444208144796377
0,1801.46,30.03,28.920380952380896
0,1801.46,29.71,28.920380952380896
0,1801.47,31.23,28.920380952380896
0,1801.53,20.99,22.444208144796377
0,1801.46,29.45,28.920380952380896
0,1801.49,26.09,25.666219512195113
0,1801.42,27.2,27.7724703557313
0,1801.42,25.63,27.7724703557313
0,1801.42,27.67,27.7724703557313
0,1801.47,33.84,28.920380952380896
0,1801.5,24.83,24.296799999999998
0,1801.5,25.91,24.296799999999998
0,1801.5,24.8,24.296799999999998
0,1801.51,23.28,22.444208144796377
0,1801.51,23.56,22.444208144796377
0,1801.51,22.08,22.444208144796377
0,1801.51,22.89,22.444208144796377
0,1801.51,22.54,22.444208144796377
0,1801.51,22.62,22.444208144796377
0,1801.51,22.59,22.444208144796377
0,1801.51,23.03,22.444208144796377
0,1801.51,23.33,22.444208144796377
0,1801.54,20.69,22.444208144796377
0,1801.54,20.68,22.444208144796377
0,1801.54,22.13,22.444208144796377
0,1801.54,21.97,22.444208144796377
0,1801.52,22.83,22.444208144796377
0,1801.51,23.93,22.444208144796377
0,1801.5,26.09,24.296799999999998
0,1801.53,21.37,22.444208144796377
0,1801.53,21.14,22.444208144796377
0,1801.53,23.3,22.444208144796377
0,1801.53,24.97,22.444208144796377
0,1801.51,25.07,22.444208144796377
0,1801.46,33.94,28.920380952380896
0,1801.46,34.21,28.920380952380896
0,1801.48,32.81,26.03731958762887
0,1801.48,32.78,26.03731958762887
0,1801.46,32.99,28.920380952380896
0,1801.48,31.07,26.03731958762887
0,1801.48,31.0,26.03731958762887
0,1801.49,31.0,25.666219512195113
0,1801.46,30.46,28.920380952380896
0,1801.46,29.73,28.920380952380896
0,1801.46,29.38,28.920380952380896
0,1801.52,19.36,22.444208144796377
0,1801.46,32.69,28.920380952380896
0,1801.46,31.71,28.920380952380896
0,1801.46,31.56,28.920380952380896
0,1801.55,21.77,21.888545454545458
0,1801.56,26.18,21.888545454545458
0,1801.56,26.02,21.888545454545458
0,1801.57,21.09,21.888545454545458
0,1801.52,25.97,22.444208144796377
0,1801.45,26.1,28.920380952380896
0,1801.46,32.65,28.920380952380896
0,1801.46,32.85,28.920380952380896
0,1801.46,32.71,28.920380952380896
0,1801.49,29.75,25.666219512195113
0,1801.49,30.01,25.666219512195113
0,1801.49,29.57,25.666219512195113
0,1801.52,22.81,22.444208144796377
0,1801.52,21.94,22.444208144796377
0,1801.51,23.9,22.444208144796377
0,1801.47,31.67,28.920380952380896
0,1801.46,30.65,28.920380952380896
0,1801.46,30.68,28.920380952380896
0,1801.46,29.62,28.920380952380896
0,1801.46,29.45,28.920380952380896
0,1801.46,29.98,28.920380952380896
0,1801.46,32.63,28.920380952380896
0,1801.47,32.77,28.920380952380896
0,1801.52,19.96,22.444208144796377
0,1801.45,25.36,28.920380952380896
0,1801.46,29.38,28.920380952380896
0,1801.47,32.26,28.920380952380896
0,1801.52,19.89,22.444208144796377
0,1801.42,25.7,27.7724703557313
0,1801.42,19.39,27.7724703557313
0,1801.46,32.62,28.920380952380896
0,1801.48,32.78,26.03731958762887
0,1801.48,27.46,26.03731958762887
0,1801.46,31.61,28.920380952380896
0,1801.46,30.25,28.920380952380896
0,1801.54,21.05,22.444208144796377
0,1801.53,25.86,22.444208144796377
0,1801.46,33.76,28.920380952380896
0,1801.48,32.74,26.03731958762887
0,1801.48,32.42,26.03731958762887
0,1801.46,32.79,28.920380952380896
0,1801.46,30.04,28.920380952380896
0,1801.49,25.85,25.666219512195113
0,1801.47,33.63,28.920380952380896
0,1801.47,32.79,28.920380952380896
0,1801.47,33.64,28.920380952380896
0,1801.51,22.51,22.444208144796377
0,1801.51,22.05,22.444208144796377
0,1801.54,21.57,22.444208144796377
0,1801.54,24.72,22.444208144796377
0,1801.54,22.34,22.444208144796377
0,1801.53,22.23,22.444208144796377
0,1801.5,26.77,24.296799999999998
0,1801.54,21.88,22.444208144796377
0,1801.53,23.38,22.444208144796377
0,1801.46,34.09,28.920380952380896
0,1801.46,34.0,28.920380952380896
0,1801.46,33.95,28.920380952380896
0,1801.48,33.21,26.03731958762887
0,1801.48,32.96,26.03731958762887
0,1801.46,32.92,28.920380952380896
0,1801.47,32.49,28.920380952380896
0,1801.46,32.74,28.920380952380896
0,1801.46,29.87,28.920380952380896
0,1801.49,31.93,25.666219512195113
0,1801.55,21.76,21.888545454545458
0,1801.45,26.17,28.920380952380896
0,1801.45,26.32,28.920380952380896
0,1801.53,27.3,22.444208144796377
0,1801.46,29.95,28.920380952380896
0,1801.46,30.4,28.920380952380896
0,1801.46,30.07,28.920380952380896
0,1801.46,31.72,28.920380952380896
0,1801.46,32.77,28.920380952380896
0,1801.47,32.81,28.920380952380896
0,1801.47,32.78,28.920380952380896
0,1801.47,32.77,28.920380952380896
0,1801.47,32.76,28.920380952380896
0,1801.54,28.57,22.444208144796377
0,1801.49,28.89,25.666219512195113
0,1801.49,29.34,25.666219512195113
0,1801.47,29.77,28.920380952380896
0,1801.56,21.06,21.888545454545458
0,1801.44,32.26,27.7724703557313
0,1801.45,32.29,28.920380952380896
0,1801.47,25.54,28.920380952380896
0,1801.43,26.22,27.7724703557313
0,1801.5,26.05,24.296799999999998
0,1801.45,33.51,28.920380952380896
0,1801.44,29.95,27.7724703557313
0,1801.52,20.81,22.444208144796377
0,1801.54,20.72,22.444208144796377
0,1801.56,20.97,21.888545454545458
0,1801.5,20.76,24.296799999999998
0,1801.76,20.76,20.630571428571415
0,1801.77,20.53,20.630571428571415
0,1801.7,21.47,21.28951219512193
0,1801.73,21.09,21.28951219512193
0,1801.69,21.36,21.28951219512193
0,1801.65,21.5,21.28951219512193
0,1801.6,21.34,21.28951219512193
0,1801.56,20.97,21.888545454545458
0,1801.54,21.74,22.444208144796377
0,1801.53,22.72,22.444208144796377
0,1801.49,26.16,25.666219512195113
0,1801.51,24.66,22.444208144796377
0,1801.49,29.55,25.666219512195113
0,1801.47,32.74,28.920380952380896
0,1801.47,32.39,28.920380952380896
0,1801.46,32.75,28.920380952380896
0,1801.56,21.09,21.888545454545458
0,1801.46,25.92,28.920380952380896
0,1801.46,32.12,28.920380952380896
0,1801.46,29.34,28.920380952380896
0,1801.46,33.61,28.920380952380896
0,1801.47,32.15,28.920380952380896
0,1801.47,32.6,28.920380952380896
0,1801.47,32.86,28.920380952380896
0,1801.46,33.12,28.920380952380896
0,1801.45,32.49,28.920380952380896
0,1801.45,32.47,28.920380952380896
0,1801.45,31.4,28.920380952380896
0,1801.45,31.48,28.920380952380896
0,1801.45,31.73,28.920380952380896
0,1801.45,31.54,28.920380952380896
0,1801.44,30.46,27.7724703557313
0,1801.44,30.41,27.7724703557313
0,1801.44,30.04,27.7724703557313
0,1801.44,30.12,27.7724703557313
0,1801.44,29.93,27.7724703557313
0,1801.44,30.64,27.7724703557313
0,1801.44,30.29,27.7724703557313
0,1801.44,30.27,27.7724703557313
0,1801.44,29.7,27.7724703557313
0,1801.44,30.03,27.7724703557313
0,1801.44,29.89,27.7724703557313
0,1801.46,32.75,28.920380952380896
0,1801.53,20.14,22.444208144796377
0,1801.53,20.13,22.444208144796377
0,1801.53,20.14,22.444208144796377
0,1801.53,20.13,22.444208144796377
0,1801.54,21.71,22.444208144796377
0,1801.47,25.76,28.920380952380896
0,1801.45,31.17,28.920380952380896
0,1801.54,20.66,22.444208144796377
0,1801.52,22.01,22.444208144796377
0,1801.52,22.93,22.444208144796377
0,1801.52,24.01,22.444208144796377
0,1801.52,24.38,22.444208144796377
0,1801.48,31.37,26.03731958762887
0,1801.44,32.53,27.7724703557313
0,1801.44,32.59,27.7724703557313
0,1801.46,32.68,28.920380952380896
0,1801.46,32.71,28.920380952380896
0,1801.47,32.74,28.920380952380896
0,1801.47,32.77,28.920380952380896
0,1801.47,32.49,28.920380952380896
0,1801.46,32.65,28.920380952380896
0,1801.46,32.51,28.920380952380896
0,1801.46,32.6,28.920380952380896
0,1801.45,32.75,28.920380952380896
0,1801.45,30.08,28.920380952380896
0,1801.45,30.8,28.920380952380896
0,1801.46,31.24,28.920380952380896
0,1801.52,29.18,22.444208144796377
0,1801.52,22.24,22.444208144796377
0,1801.52,20.33,22.444208144796377
0,1801.53,21.34,22.444208144796377
0,1801.51,21.42,22.444208144796377
0,1801.51,21.34,22.444208144796377
0,1801.5,19.72,24.296799999999998
0,1801.44,30.01,27.7724703557313
0,1801.44,29.69,27.7724703557313
0,1801.45,31.21,28.920380952380896
0,1801.52,20.98,22.444208144796377
0,1801.44,29.43,27.7724703557313
0,1801.47,26.07,28.920380952380896
0,1801.41,27.19,27.7724703557313
0,1801.41,25.62,27.7724703557313
0,1801.41,27.66,27.7724703557313
0,1801.46,33.83,28.920380952380896
0,1801.48,24.81,26.03731958762887
0,1801.48,25.89,26.03731958762887
0,1801.48,24.78,26.03731958762887
0,1801.5,23.27,24.296799999999998
0,1801.5,23.55,24.296799999999998
0,1801.5,22.07,24.296799999999998
0,1801.5,22.88,24.296799999999998
0,1801.5,22.53,24.296799999999998
0,1801.5,22.61,24.296799999999998
0,1801.5,22.58,24.296799999999998
0,1801.5,23.02,24.296799999999998
0,1801.5,23.32,24.296799999999998
0,1801.53,20.68,22.444208144796377
0,1801.52,20.66,22.444208144796377
0,1801.52,22.11,22.444208144796377
0,1801.53,21.96,22.444208144796377
0,1801.5,22.81,24.296799999999998
0,1801.49,23.91,25.666219512195113
0,1801.49,26.08,25.666219512195113
0,1801.52,21.36,22.444208144796377
0,1801.52,21.13,22.444208144796377
0,1801.52,23.29,22.444208144796377
0,1801.52,24.96,22.444208144796377
0,1801.49,25.05,25.666219512195113
0,1801.44,33.92,27.7724703557313
0,1801.44,34.19,27.7724703557313
0,1801.47,32.8,28.920380952380896
0,1801.46,32.76,28.920380952380896
0,1801.44,32.97,27.7724703557313
0,1801.47,31.06,28.920380952380896
0,1801.46,30.98,28.920380952380896
0,1801.48,30.99,26.03731958762887
0,1801.44,30.44,27.7724703557313
0,1801.44,29.71,27.7724703557313
0,1801.44,29.36,27.7724703557313
0,1801.5,19.34,24.296799999999998
0,1801.44,32.67,27.7724703557313
0,1801.45,31.7,28.920380952380896
0,1801.45,31.55,28.920380952380896
0,1801.54,21.76,22.444208144796377
0,1801.55,26.17,21.888545454545458
0,1801.55,26.01,21.888545454545458
0,1801.56,21.08,21.888545454545458
0,1801.5,25.95,24.296799999999998
0,1801.43,26.08,27.7724703557313
0,1801.44,32.63,27.7724703557313
0,1801.44,32.83,27.7724703557313
0,1801.44,32.69,27.7724703557313
0,1801.47,29.73,28.920380952380896
0,1801.47,29.99,28.920380952380896
0,1801.47,29.55,28.920380952380896
0,1801.51,22.8,22.444208144796377
0,1801.51,21.93,22.444208144796377
0,1801.49,23.88,25.666219512195113
0,1801.46,31.66,28.920380952380896
0,1801.44,30.63,27.7724703557313
0,1801.44,30.66,27.7724703557313
0,1801.44,29.6,27.7724703557313
0,1801.44,29.43,27.7724703557313
0,1801.44,29.96,27.7724703557313
0,1801.44,32.61,27.7724703557313
0,1801.45,32.75,28.920380952380896
0,1801.5,19.94,24.296799999999998
0,1801.43,25.34,27.7724703557313
0,1801.44,29.36,27.7724703557313
0,1801.45,32.24,28.920380952380896
0,1801.5,19.87,24.296799999999998
0,1801.41,25.69,27.7724703557313
0,1801.4,19.37,27.7724703557313
0,1801.44,32.6,27.7724703557313
0,1801.46,32.76,28.920380952380896
0,1801.46,27.44,28.920380952380896
0,1801.45,31.6,28.920380952380896
0,1801.44,30.23,27.7724703557313
0,1801.53,21.04,22.444208144796377
0,1801.52,25.85,22.444208144796377
0,1801.44,33.74,27.7724703557313
0,1801.46,32.72,28.920380952380896
0,1801.47,32.41,28.920380952380896
0,1801.45,32.78,28.920380952380896
0,1801.44,30.02,27.7724703557313
0,1801.47,25.83,28.920380952380896
0,1801.46,33.62,28.920380952380896
0,1801.46,32.78,28.920380952380896
0,1801.46,33.63,28.920380952380896
0,1801.5,22.5,24.296799999999998
0,1801.5,22.04,24.296799999999998
0,1801.52,21.55,22.444208144796377
0,1801.52,24.7,22.444208144796377
0,1801.52,22.32,22.444208144796377
0,1801.51,22.21,22.444208144796377
0,1801.49,26.76,25.666219512195113
0,1801.53,21.87,22.444208144796377
0,1801.52,23.37,22.444208144796377
0,1801.44,34.07,27.7724703557313
0,1801.44,33.98,27.7724703557313
0,1801.44,33.93,27.7724703557313
0,1801.46,33.19,28.920380952380896
0,1801.46,32.94,28.920380952380896
0,1801.45,32.91,28.920380952380896
0,1801.45,32.47,28.920380952380896
0,1801.44,32.72,27.7724703557313
0,1801.44,29.85,27.7724703557313
0,1801.48,31.92,26.03731958762887
0,1801.54,21.75,22.444208144796377
0,1801.43,26.15,27.7724703557313
0,1801.43,26.3,27.7724703557313
0,1801.52,27.29,22.444208144796377
0,1801.44,29.93,27.7724703557313
0,1801.44,30.38,27.7724703557313
0,1801.44,30.05,27.7724703557313
0,1801.44,31.7,27.7724703557313
0,1801.45,32.76,28.920380952380896
0,1801.45,32.79,28.920380952380896
0,1801.45,32.76,28.920380952380896
0,1801.45,32.75,28.920380952380896
0,1801.45,32.74,28.920380952380896
0,1801.52,28.55,22.444208144796377
0,1801.48,28.88,26.03731958762887
0,1801.48,29.33,26.03731958762887
0,1801.47,29.77,28.920380952380896
0,1801.56,21.06,21.888545454545458
0,1801.44,32.26,27.7724703557313
0,1801.45,32.29,28.920380952380896
0,1801.47,25.54,28.920380952380896
0,1801.43,26.22,27.7724703557313
0,1801.5,26.05,24.296799999999998
0,1801.45,33.51,28.920380952380896
0,1801.44,29.95,27.7724703557313
0,1801.52,20.81,22.444208144796377
0,1801.53,20.71,22.444208144796377
0,1801.56,20.97,21.888545454545458
0,1801.5,20.76,24.296799999999998
0,1801.76,20.76,20.630571428571415
0,1801.77,20.53,20.630571428571415
0,1801.7,21.47,21.28951219512193
0,1801.73,21.09,21.28951219512193
0,1801.69,21.36,21.28951219512193
0,1801.65,21.5,21.28951219512193
0,1801.6,21.34,21.28951219512193
0,1801.56,20.97,21.888545454545458
0,1801.54,21.74,22.444208144796377
0,1801.52,22.71,22.444208144796377
0,1801.49,26.16,25.666219512195113
0,1801.5,24.65,24.296799999999998
0,1801.48,29.54,26.03731958762887
0,1801.46,32.73,28.920380952380896
0,1801.46,32.38,28.920380952380896
0,1801.45,32.74,28.920380952380896
0,1801.55,21.08,21.888545454545458
0,1801.46,25.92,28.920380952380896
0,1801.46,32.12,28.920380952380896
0,1801.46,29.34,28.920380952380896
0,1801.46,33.61,28.920380952380896
0,1801.47,32.15,28.920380952380896
0,1801.47,32.6,28.920380952380896
0,1801.46,32.85,28.920380952380896
0,1801.46,33.12,28.920380952380896
0,1801.45,32.49,28.920380952380896
0,1801.45,32.47,28.920380952380896
0,1801.44,31.39,27.7724703557313
0,1801.44,31.47,27.7724703557313
0,1801.44,31.72,27.7724703557313
0,1801.44,31.53,27.7724703557313
0,1801.44,30.46,27.7724703557313
0,1801.44,30.41,27.7724703557313
0,1801.44,30.04,27.7724703557313
0,1801.44,30.12,27.7724703557313
0,1801.44,29.93,27.7724703557313
0,1801.44,30.64,27.7724703557313
0,1801.44,30.29,27.7724703557313
0,1801.44,30.27,27.7724703557313
0,1801.44,29.7,27.7724703557313
0,1801.44,30.03,27.7724703557313
0,1801.44,29.89,27.7724703557313
0,1801.45,32.74,28.920380952380896
0,1801.52,20.13,22.444208144796377
0,1801.52,20.12,22.444208144796377
0,1801.52,20.13,22.444208144796377
0,1801.52,20.12,22.444208144796377
0,1801.54,21.71,22.444208144796377
0,1801.47,25.76,28.920380952380896
0,1801.45,31.17,28.920380952380896
0,1801.53,20.65,22.444208144796377
0,1801.52,22.01,22.444208144796377
0,1801.52,22.93,22.444208144796377
0,1801.51,24.0,22.444208144796377
0,1801.51,24.37,22.444208144796377
0,1801.48,31.37,26.03731958762887
0,1801.44,32.53,27.7724703557313
0,1801.44,32.59,27.7724703557313
0,1801.46,32.68,28.920380952380896
