Escenario_num,Altura,Presion,Presion_pred
0,1801.51,28.91,27.536688581186127
0,1801.51,29.36,27.536688581186127
0,1801.5,29.8,27.528554875265172
0,1801.58,21.08,27.5936245226344
0,1801.47,32.29,27.504153757501626
0,1801.48,32.32,27.51228746342281
0,1801.5,25.57,27.528554875265172
0,1801.46,26.25,27.496020051580444
0,1801.52,26.07,27.54482228710731
0,1801.48,33.54,27.51228746342281
0,1801.47,29.98,27.504153757501626
0,1801.54,20.83,27.561089698949672
0,1801.55,20.73,27.569223404870854
0,1801.58,20.99,27.5936245226344
0,1801.53,20.79,27.55295599302849
0,1801.76,20.76,27.740031229215447
0,1801.77,20.53,27.74816493513663
0,1801.71,21.48,27.699362699609537
0,1801.73,21.09,27.7156301114519
0,1801.7,21.37,27.691228993688355
0,1801.66,21.51,27.658694170003855
0,1801.61,21.35,27.61802564039772
0,1801.58,20.99,27.5936245226344
0,1801.56,21.76,27.577357110792036
0,1801.55,22.74,27.569223404870854
0,1801.51,26.18,27.536688581186127
0,1801.53,24.68,27.55295599302849
0,1801.51,29.57,27.536688581186127
0,1801.49,32.76,27.52042116934399
0,1801.49,32.41,27.52042116934399
0,1801.48,32.77,27.51228746342281
0,1801.57,21.1,27.585490816713218
0,1801.49,25.95,27.52042116934399
0,1801.49,32.15,27.52042116934399
0,1801.49,29.37,27.52042116934399
0,1801.49,33.64,27.52042116934399
0,1801.5,32.18,27.528554875265172
0,1801.49,32.62,27.52042116934399
0,1801.49,32.88,27.52042116934399
0,1801.49,33.15,27.52042116934399
0,1801.48,32.52,27.51228746342281
0,1801.48,32.5,27.51228746342281
0,1801.47,31.42,27.504153757501626
0,1801.47,31.5,27.504153757501626
0,1801.47,31.75,27.504153757501626
0,1801.47,31.56,27.504153757501626
0,1801.47,30.49,27.504153757501626
0,1801.47,30.44,27.504153757501626
0,1801.47,30.07,27.504153757501626
0,1801.47,30.15,27.504153757501626
0,1801.47,29.96,27.504153757501626
0,1801.47,30.67,27.504153757501626
0,1801.47,30.32,27.504153757501626
0,1801.47,30.3,27.504153757501626
0,1801.47,29.73,27.504153757501626
0,1801.47,30.06,27.504153757501626
0,1801.47,29.92,27.504153757501626
0,1801.48,32.77,27.51228746342281
0,1801.55,20.16,27.569223404870854
0,1801.55,20.15,27.569223404870854
0,1801.55,20.16,27.569223404870854
0,1801.55,20.15,27.569223404870854
0,1801.56,21.73,27.577357110792036
0,1801.49,25.78,27.52042116934399
0,1801.48,31.2,27.51228746342281
0,1801.55,20.67,27.569223404870854
0,1801.54,22.03,27.561089698949672
0,1801.54,22.95,27.561089698949672
0,1801.54,24.03,27.561089698949672
0,1801.54,24.4,27.561089698949672
0,1801.5,31.39,27.528554875265172
0,1801.47,32.56,27.504153757501626
0,1801.47,32.62,27.504153757501626
0,1801.49,32.71,27.52042116934399
0,1801.49,32.74,27.52042116934399
0,1801.49,32.76,27.52042116934399
0,1801.49,32.79,27.52042116934399
0,1801.49,32.51,27.52042116934399
0,1801.48,32.67,27.51228746342281
0,1801.48,32.53,27.51228746342281
0,1801.48,32.62,27.51228746342281
0,1801.48,32.78,27.51228746342281
0,1801.47,30.1,27.504153757501626
0,1801.48,30.83,27.51228746342281
0,1801.48,31.26,27.51228746342281
0,1801.54,29.2,27.561089698949672
0,1801.54,22.26,27.561089698949672
0,1801.54,20.35,27.561089698949672
0,1801.55,21.36,27.569223404870854
0,1801.53,21.44,27.55295599302849
0,1801.53,21.36,27.55295599302849
0,1801.52,19.74,27.54482228710731
0,1801.47,30.04,27.504153757501626
0,1801.47,29.72,27.504153757501626
0,1801.48,31.24,27.51228746342281
0,1801.54,21.0,27.561089698949672
0,1801.47,29.46,27.504153757501626
0,1801.5,26.1,27.528554875265172
0,1801.43,27.21,27.4716189338169
0,1801.43,25.64,27.4716189338169
0,1801.43,27.68,27.4716189338169
0,1801.48,33.85,27.51228746342281
0,1801.51,24.84,27.536688581186127
0,1801.5,25.91,27.528554875265172
0,1801.5,24.8,27.528554875265172
0,1801.52,23.29,27.54482228710731
0,1801.52,23.57,27.54482228710731
0,1801.52,22.09,27.54482228710731
0,1801.52,22.9,27.54482228710731
0,1801.52,22.55,27.54482228710731
0,1801.52,22.63,27.54482228710731
0,1801.52,22.6,27.54482228710731
0,1801.52,23.04,27.54482228710731
0,1801.52,23.34,27.54482228710731
0,1801.55,20.7,27.569223404870854
0,1801.54,20.68,27.561089698949672
0,1801.54,22.13,27.561089698949672
0,1801.55,21.98,27.569223404870854
0,1801.52,22.83,27.54482228710731
0,1801.51,23.93,27.536688581186127
0,1801.51,26.1,27.536688581186127
0,1801.54,21.38,27.561089698949672
0,1801.54,21.15,27.561089698949672
0,1801.54,23.31,27.561089698949672
0,1801.54,24.98,27.561089698949672
0,1801.51,25.07,27.536688581186127
0,1801.47,33.95,27.504153757501626
0,1801.47,34.22,27.504153757501626
0,1801.49,32.82,27.52042116934399
0,1801.49,32.79,27.52042116934399
0,1801.47,33.0,27.504153757501626
0,1801.49,31.08,27.52042116934399
0,1801.49,31.01,27.52042116934399
0,1801.5,31.01,27.528554875265172
0,1801.47,30.47,27.504153757501626
0,1801.47,29.74,27.504153757501626
0,1801.47,29.39,27.504153757501626
0,1801.52,19.36,27.54482228710731
0,1801.47,32.7,27.504153757501626
0,1801.47,31.72,27.504153757501626
0,1801.47,31.57,27.504153757501626
0,1801.56,21.78,27.577357110792036
0,1801.57,26.19,27.585490816713218
0,1801.57,26.03,27.585490816713218
0,1801.57,21.09,27.585490816713218
0,1801.52,25.97,27.54482228710731
0,1801.46,26.11,27.496020051580444
0,1801.47,32.66,27.504153757501626
0,1801.47,32.86,27.504153757501626
0,1801.47,32.72,27.504153757501626
0,1801.5,29.76,27.528554875265172
0,1801.5,30.02,27.528554875265172
0,1801.5,29.58,27.528554875265172
0,1801.53,22.82,27.55295599302849
0,1801.53,21.95,27.55295599302849
0,1801.52,23.91,27.54482228710731
0,1801.48,31.68,27.51228746342281
0,1801.47,30.66,27.504153757501626
0,1801.47,30.69,27.504153757501626
0,1801.47,29.63,27.504153757501626
0,1801.47,29.46,27.504153757501626
0,1801.47,29.99,27.504153757501626
0,1801.47,32.64,27.504153757501626
0,1801.48,32.78,27.51228746342281
0,1801.52,19.96,27.54482228710731
0,1801.46,25.37,27.496020051580444
0,1801.47,29.39,27.504153757501626
0,1801.48,32.27,27.51228746342281
0,1801.52,19.89,27.54482228710731
0,1801.43,25.71,27.4716189338169
0,1801.43,19.4,27.4716189338169
0,1801.47,32.63,27.504153757501626
0,1801.49,32.79,27.52042116934399
0,1801.49,27.47,27.52042116934399
0,1801.47,31.62,27.504153757501626
0,1801.47,30.26,27.504153757501626
0,1801.55,21.06,27.569223404870854
0,1801.54,25.87,27.561089698949672
0,1801.47,33.77,27.504153757501626
0,1801.49,32.75,27.52042116934399
0,1801.49,32.43,27.52042116934399
0,1801.47,32.8,27.504153757501626
0,1801.47,30.05,27.504153757501626
0,1801.5,25.86,27.528554875265172
0,1801.48,33.64,27.51228746342281
0,1801.48,32.8,27.51228746342281
0,1801.48,33.65,27.51228746342281
0,1801.52,22.52,27.54482228710731
0,1801.52,22.06,27.54482228710731
0,1801.54,21.57,27.561089698949672
0,1801.54,24.72,27.561089698949672
0,1801.54,22.34,27.561089698949672
0,1801.53,22.23,27.55295599302849
0,1801.51,26.78,27.536688581186127
0,1801.55,21.89,27.569223404870854
0,1801.54,23.39,27.561089698949672
0,1801.47,34.1,27.504153757501626
0,1801.47,34.01,27.504153757501626
0,1801.47,33.96,27.504153757501626
0,1801.49,33.22,27.52042116934399
0,1801.49,32.97,27.52042116934399
0,1801.47,32.93,27.504153757501626
0,1801.48,32.5,27.51228746342281
0,1801.47,32.75,27.504153757501626
0,1801.47,29.88,27.504153757501626
0,1801.5,31.94,27.528554875265172
0,1801.56,21.77,27.577357110792036
0,1801.46,26.18,27.496020051580444
0,1801.46,26.33,27.496020051580444
0,1801.54,27.31,27.561089698949672
0,1801.47,29.96,27.504153757501626
0,1801.47,30.41,27.504153757501626
0,1801.47,30.08,27.504153757501626
0,1801.47,31.73,27.504153757501626
0,1801.47,32.78,27.504153757501626
0,1801.48,32.82,27.51228746342281
0,1801.48,32.79,27.51228746342281
0,1801.48,32.78,27.51228746342281
0,1801.48,32.77,27.51228746342281
0,1801.54,28.57,27.561089698949672
0,1801.5,28.9,27.528554875265172
0,1801.5,29.35,27.528554875265172
0,1801.49,29.79,27.52042116934399
0,1801.57,21.07,27.585490816713218
0,1801.46,32.28,27.496020051580444
0,1801.47,32.31,27.504153757501626
0,1801.49,25.56,27.52042116934399
0,1801.45,26.24,27.487886345659263
0,1801.52,26.07,27.54482228710731
0,1801.47,33.53,27.504153757501626
0,1801.46,29.97,27.496020051580444
0,1801.53,20.82,27.55295599302849
0,1801.55,20.73,27.569223404870854
0,1801.57,20.98,27.585490816713218
0,1801.52,20.78,27.54482228710731
0,1801.76,20.76,27.740031229215447
0,1801.77,20.53,27.74816493513663
0,1801.7,21.47,27.691228993688355
