Sector,Escenario,Hora,IdNudo,Demanda,Altura,Presion,Calidad,Presion_cat,Cluster,Presion_pred,Presion_real_cat,Presion_pred_cat
Norte,0,00:00:00,1189,0.01,1801.46,25.37,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1094,0.01,1801.47,29.39,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,405,0.01,1801.48,32.27,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,5241,0.0,1801.52,19.89,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,5204,0.11,1801.43,25.71,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1216,0.07,1801.43,19.4,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,350,0.02,1801.47,32.63,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,354,0.1,1801.49,32.79,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1192,0.01,1801.49,27.47,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,5193,0.0,1801.47,31.62,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1120,0.06,1801.47,30.26,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1295,0.1,1801.55,21.06,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1282,0.02,1801.54,25.87,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,346,0.03,1801.47,33.77,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,356,0.07,1801.49,32.75,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1162,0.0,1801.49,32.43,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,368,0.03,1801.47,32.8,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1115,0.07,1801.47,30.05,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1247,0.05,1801.5,25.86,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1181,0.01,1801.48,33.64,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
