Sector,Escenario,Hora,IdNudo,Demanda,Altura,Presion,Calidad
Sur,E2,00:00:00,5038,0.01,1832.84,29.98,0.0
Sur,E2,00:00:00,5037,0.02,1832.63,45.14,0.0
Sur,E2,00:00:00,5036,0.02,1832.73,44.17,0.0
Sur,E2,00:00:00,2785,0.02,1831.79,46.47,0.0
Sur,E2,00:00:00,2214,0.04,1831.94,52.17,0.0
Sur,E2,00:00:00,5026,0.00,1831.91,52.65,0.0
Sur,E2,00:00:00,1263,0.06,1831.87,51.32,0.0
Sur,E2,00:00:00,2234,0.03,1831.87,51.52,0.0
Sur,E2,00:00:00,2321,0.14,1831.95,39.49,0.0
Sur,E2,00:00:00,2316,0.07,1831.86,43.39,0.0
Sur,E2,00:00:00,10013,0.02,1831.71,26.90,0.0
Sur,E2,00:00:00,10022,0.05,1831.87,51.57,0.0
Sur,E2,00:00:00,10025,0.00,1832.50,40.41,0.0
Sur,E2,00:00:00,1066,0.03,1831.87,59.21,0.0
Sur,E2,00:00:00,10067,0.04,1832.12,50.33,0.0
Sur,E2,00:00:00,2302,0.08,1831.86,50.52,0.0
Sur,E2,00:00:00,2786,0.07,1831.79,45.88,0.0
Sur,E2,00:00:00,2199,0.10,1832.04,49.51,0.0
Sur,E2,00:00:00,5682,0.04,1832.03,50.61,0.0
Sur,E2,00:00:00,2202,0.12,1832.01,50.11,0.0
Sur,E2,00:00:00,2205,0.13,1831.98,50.49,0.0
Sur,E2,00:00:00,5681,0.01,1831.97,50.91,0.0
Sur,E2,00:00:00,2208,0.01,1831.97,50.65,0.0
Sur,E2,00:00:00,2211,0.07,1831.96,50.74,0.0
Sur,E2,00:00:00,2221,0.08,1831.91,50.67,0.0
Sur,E2,00:00:00,2224,0.05,1831.90,50.57,0.0
Sur,E2,00:00:00,2227,0.01,1831.89,50.66,0.0
Sur,E2,00:00:00,2292,0.09,1831.87,46.34,0.0
Sur,E2,00:00:00,2297,0.05,1831.87,50.60,0.0
Sur,E2,00:00:00,2240,0.06,1831.87,50.76,0.0
Sur,E2,00:00:00,2239,0.12,1831.88,50.65,0.0
Sur,E2,00:00:00,2301,0.08,1831.87,51.19,0.0
Sur,E2,00:00:00,1259,0.04,1831.87,51.65,0.0
Sur,E2,00:00:00,5668,0.00,1831.79,45.46,0.0
Sur,E2,00:00:00,5664,0.02,1831.87,51.33,0.0
Sur,E2,00:00:00,5660,0.08,1832.37,47.31,0.0
Sur,E2,00:00:00,5659,0.01,1832.51,45.88,0.0
Sur,E2,00:00:00,5658,0.06,1832.13,51.28,0.0
Sur,E2,00:00:00,5657,0.02,1832.05,49.57,0.0
Sur,E2,00:00:00,5656,0.02,1832.04,49.66,0.0
Sur,E2,00:00:00,5655,0.00,1832.03,50.68,0.0
Sur,E2,00:00:00,5652,0.07,1831.79,44.94,0.0
Sur,E2,00:00:00,2792,0.08,1831.76,32.55,0.0
Sur,E2,00:00:00,2303,0.08,1831.86,49.68,0.0
Sur,E2,00:00:00,2306,0.06,1831.86,48.30,0.0
Sur,E2,00:00:00,2330,0.04,1831.84,39.25,0.0
Sur,E2,00:00:00,5623,0.13,1831.86,46.61,0.0
Sur,E2,00:00:00,2315,0.05,1831.86,44.14,0.0
Sur,E2,00:00:00,2843,0.03,1831.79,44.90,0.0
Sur,E2,00:00:00,2780,0.05,1831.81,45.63,0.0
Sur,E2,00:00:00,2778,0.04,1831.82,45.68,0.0
Sur,E2,00:00:00,2770,0.06,1831.84,45.90,0.0
Sur,E2,00:00:00,2274,0.00,1832.50,40.43,0.0
Sur,E2,00:00:00,2273,0.03,1832.50,40.98,0.0
Sur,E2,00:00:00,2749-1,0.07,1831.96,44.86,0.0
Sur,E2,00:00:00,2750,0.01,1831.96,43.55,0.0
Sur,E2,00:00:00,2755,0.04,1831.91,45.84,0.0
Sur,E2,00:00:00,2753,0.04,1831.92,45.99,0.0
Sur,E2,00:00:00,2195,0.05,1831.96,45.60,0.0
Sur,E2,00:00:00,2193,0.11,1831.98,45.60,0.0
Sur,E2,00:00:00,2191,0.14,1832.12,46.82,0.0
Sur,E2,00:00:00,2238,0.09,1831.87,50.93,0.0
Sur,E2,00:00:00,2176,0.07,1831.87,52.13,0.0
Sur,E2,00:00:00,2178,0.03,1831.88,53.42,0.0
Sur,E2,00:00:00,1329,0.06,1831.87,51.24,0.0
Sur,E2,00:00:00,1327,0.07,1831.87,50.65,0.0
Sur,E2,00:00:00,1301,0.07,1831.87,50.55,0.0
Sur,E2,00:00:00,1234,0.10,1831.85,50.75,0.0
Sur,E2,00:00:00,2322,0.06,1831.85,49.58,0.0
Sur,E2,00:00:00,2842,0.06,1831.77,44.14,0.0
Sur,E2,00:00:00,2841,0.03,1831.77,41.39,0.0
Sur,E2,00:00:00,2829,0.03,1831.76,36.98,0.0
Sur,E2,00:00:00,2830,0.02,1831.76,36.58,0.0
Sur,E2,00:00:00,2831,0.01,1831.76,36.61,0.0
Sur,E2,00:00:00,2835,0.02,1831.76,37.30,0.0
Sur,E2,00:00:00,2838,0.01,1831.76,37.37,0.0
Sur,E2,00:00:00,2839,0.00,1831.76,37.54,0.0
Sur,E2,00:00:00,2828,0.03,1831.76,31.30,0.0
Sur,E2,00:00:00,2826,0.03,1831.76,24.04,0.0
Sur,E2,00:00:00,2823,0.01,1831.76,24.25,0.0
Sur,E2,00:00:00,5575,0.02,1831.76,24.74,0.0
Sur,E2,00:00:00,2795,0.01,1831.76,25.86,0.0
Sur,E2,00:00:00,2796,0.02,1831.76,25.89,0.0
Sur,E2,00:00:00,2180,0.06,1831.88,53.94,0.0
Sur,E2,00:00:00,2168,0.05,1831.91,53.87,0.0
Sur,E2,00:00:00,5535,0.04,1831.91,52.68,0.0
Sur,E2,00:00:00,5534,0.02,1831.89,50.88,0.0
Sur,E2,00:00:00,2248,0.08,1831.89,50.26,0.0
Sur,E2,00:00:00,2310,0.05,1831.85,46.83,0.0
Sur,E2,00:00:00,2304,0.03,1831.85,48.35,0.0
Sur,E2,00:00:00,2307,0.09,1831.86,48.86,0.0
Sur,E2,00:00:00,2294,0.09,1831.86,45.74,0.0
Sur,E2,00:00:00,2296,0.09,1831.86,49.23,0.0
Sur,E2,00:00:00,5505,0.09,1831.86,44.82,0.0
Sur,E2,00:00:00,2326,0.03,1831.84,46.76,0.0
Sur,E2,00:00:00,2327,0.00,1831.84,46.21,0.0
Sur,E2,00:00:00,2325,0.06,1831.84,47.30,0.0
Sur,E2,00:00:00,5504,0.04,1831.84,39.01,0.0
Sur,E2,00:00:00,5503,0.10,1831.84,44.69,0.0
Sur,E2,00:00:00,2332,0.04,1831.84,33.38,0.0
Sur,E2,00:00:00,2783,0.03,1831.81,43.88,0.0
Sur,E2,00:00:00,2782,0.03,1831.82,44.04,0.0
Sur,E2,00:00:00,2773,0.05,1831.84,42.65,0.0
Sur,E2,00:00:00,2772,0.05,1831.84,42.85,0.0
Sur,E2,00:00:00,2286,0.01,1831.99,31.76,0.0
